,Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser,Comments_spell_checked,Comments_spell_checked_textblob_polarity_score,Comments_spell_checked_txtblob_polarity,Comments_spell_checked_txtblob_polarity_subjectivity
213,Complete,2022-09-01,1.0,"very slow - not user friendly at all
it is down more than it is up and customers are extremely frustrated",Negative,Desktop,Chrome,very slow - not user friendly at all it is down more than it is up and customers are extremely frustrated,"Sentiment(polarity=-0.07411111111111113, subjectivity=0.4017777777777778)",-0.07411111111111113,0.4017777777777778
215,Complete,2022-09-01,5.0,EASY,Positive,Desktop,Chrome,EAS,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
216,Complete,2022-09-01,5.0,"Very helpful with prices and pictures, could add 4 hour rates.",Positive,Desktop,Chrome,"Very helpful with prices and pictures, could add 4 hour rates.","Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
219,Complete,2022-09-01,3.0,"I like my rep. He's attentive and takes action.
However the recent vehicles we have reserved showed up late and were picked up late. So first we burned valuable time on the jobsite. And then we had clients complaining about the giant vehicle left in their driveway for days.",Mixed,Desktop,Chrome,I like my rep. He's attentive and takes action. However the recent vehicles we have reserved showed up late and were picked up late. So first we burned valuable time on the jobsite. And then we had clients complaining about the giant vehicle left in their driveway for days.,"Sentiment(polarity=0.018750000000000003, subjectivity=0.4729166666666667)",0.018750000000000003,0.4729166666666667
220,Complete,2022-09-01,5.0,ease of use,Positive,Desktop,Microsoft Edge,ease of use,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
222,Complete,2022-09-01,2.0,because i have to log in everytime i want to look at a customer- and i don't like that i have to adjust the review date everytime,Negative,Desktop,Chrome,because i have to log in everytime i want to look at a customer- and i don't like that i have to adjust the review date everytime,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
223,Complete,2022-09-01,1.0,it takes too long to load info & constantly kicks me out. I have to renter all my info each time it kicks me out,Negative,Desktop,Chrome,it takes too long to load info & constantly kicks me out. I have to center all my info each time it kicks me out,"Sentiment(polarity=-0.05000000000000001, subjectivity=0.2777777777777778)",-0.05000000000000001,0.2777777777777778
225,Complete,2022-09-01,1.0,The portal is too slow customers are complaining and they are stating that we make it hard to do business with.,Negative,Desktop,Chrome,The portal is too slow customers are complaining and they are stating that we make it hard to do business with.,"Sentiment(polarity=-0.2958333333333334, subjectivity=0.4708333333333333)",-0.2958333333333334,0.4708333333333333
226,Complete,2022-09-01,2.0,Horrible.,Negative,Desktop,Safari,Horrible.,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,1.0
229,Complete,2022-09-01,5.0,Prior dealings and ease navigating web site,Neutral,Desktop,Safari,Prior dealings and ease navigating web site,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
230,Complete,2022-09-01,1.0,Horrible service bad machines,Negative,Mobile,Safari mobile,Horrible service bad machines,"Sentiment(polarity=-0.8499999999999999, subjectivity=0.8333333333333333)",-0.8499999999999999,0.8333333333333333
231,Complete,2022-09-01,5.0,Quick & easy! Mark was helpful.,Positive,Desktop,Chrome,Quick & easy! Mark was helpful.,"Sentiment(polarity=0.4375, subjectivity=0.6666666666666667)",0.4375,0.6666666666666667
235,Complete,2022-09-01,1.0,asking for my vendor #- i need YOUR tax exempt form; dont have your vendor # for me,Negative,Desktop,Firefox,asking for my vendor #- i need YOUR tax exempt form; dont have your vendor # for me,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
236,Complete,2022-09-01,5.0,Ease of use,Positive,Desktop,Chrome,Ease of use,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
237,Complete,2022-09-01,5.0,excellent website...easy to navigate,Positive,Desktop,Chrome,excellent website...easy to navigate,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
238,Complete,2022-09-01,5.0,EASY TO USE,Positive,Desktop,Chrome,EAS To SE,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
240,Complete,2022-09-01,1.0,THERE SHOULD BE A LABEL LETTING THE CUSTOMERS KNOW WEBSITE GIVES NATION WIDE AND NOT A SPECIFIC LOCATION.,Negative,Desktop,Chrome,HERE SHOULD By A LABEL LETTING THE CUSTOMERS NOW WEBSITE GIVES NATION IDE AND NOT A SPECIFIC LOCATION.,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125
242,Complete,2022-09-01,4.0,Unfamiliar with it so can fully rate 5 but so far so good,Positive,Mobile,Chrome Mobile,Unfamiliar with it so can fully rate 5 but so far so good,"Sentiment(polarity=0.39999999999999997, subjectivity=0.8)",0.39999999999999997,0.8
243,Complete,2022-09-01,1.0,Cant get the system to take my rental,Negative,Desktop,Chrome,Cant get the system to take my rental,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
246,Complete,2022-09-01,1.0,"if i need to go back and fix something,  the website will completely re-load and i loose all info. entered previously",Negative,Desktop,Chrome,"if i need to go back and fix something, the website will completely re-load and i loose all info. entered previously","Sentiment(polarity=-0.035897435897435895, subjectivity=0.20897435897435898)",-0.035897435897435895,0.20897435897435898
247,Complete,2022-09-01,4.0,A little slow and little hard to figure out,Negative,Mobile,Google App,A little slow and little hard to figure out,"Sentiment(polarity=-0.2416666666666667, subjectivity=0.4854166666666666)",-0.2416666666666667,0.4854166666666666
248,Complete,2022-09-01,1.0,Can’t find locations where I know there is a facility,Negative,Desktop,Safari,Can’t find locations where I know there is a facility,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
251,Complete,2022-09-01,5.0,"Would like a direct line phone number for Store # 5110 at Walmart 6192 Gunn Hwy, Tampa, however!",Neutral,Desktop,Microsoft Edge,"Would like a direct line phone number for Store # 5110 at Walmart 6192 Gunn Hwy, Tampa, however!","Sentiment(polarity=0.125, subjectivity=0.4)",0.125,0.4
252,Complete,2022-09-01,1.0,"Won't show me what location the trencher is at. I called the store (505) and they said you don't carry anything that small, even though it's on your website.",Negative,Desktop,Chrome,"Won't show me what location the trenches is at. I called the store (505) and they said you don't carry anything that small, even though it's on your website.","Sentiment(polarity=-0.25, subjectivity=0.4)",-0.25,0.4
254,Complete,2022-09-01,1.0,wanted to see locations listed in northern alberta,Neutral,Desktop,Chrome,wanted to see locations listed in northern alberta,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
255,Complete,2022-09-01,2.0,payment receipts are not being sent after each payment from yesterday 8/31 & other c/c payment today.,Neutral,Desktop,Chrome,payment receipts are not being sent after each payment from yesterday 8/31 & other c/c payment today.,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375
256,Complete,2022-09-01,5.0,Thanks,Positive,Desktop,Safari,Thanks,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
258,Complete,2022-09-01,4.0,could use some improvements,Negative,Desktop,Chrome,could use some improvements,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
259,Complete,2022-09-01,1.0,the website sucks!  I have to use my phone to make a reservation,Negative,Desktop,Microsoft Edge,the website sucks! I have to use my phone to make a reservation,"Sentiment(polarity=-0.375, subjectivity=0.3)",-0.375,0.3
260,Complete,2022-09-01,5.0,Easy to use and everything I need is on it,Positive,Desktop,Chrome,Easy to use and everything I need is on it,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
262,Complete,2022-09-01,5.0,great website,Positive,Desktop,Microsoft Edge,great website,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
263,Complete,2022-09-01,1.0,"I have to constantly clear cookies to log in, it runs slow on processing payments, not receiving receipts, and complaints from customers that command center is down.",Negative,Desktop,Chrome,"I have to constantly clear cookies to log in, it runs slow on processing payments, not receiving receipts, and complaints from customers that command center is down.","Sentiment(polarity=-0.1138888888888889, subjectivity=0.2930555555555555)",-0.1138888888888889,0.2930555555555555
266,Complete,2022-09-01,1.0,because it is extremely slow now. It frequently doesn't work. here is an example it took ten minutes to log on and to run a credit card payment for a customer this morning. you think the customer was happy. i can tell you he was not. this is a constant problem.,Negative,Desktop,Chrome,because it is extremely slow now. It frequently doesn't work. here is an example it took ten minutes to log on and to run a credit card payment for a customer this morning. you think the customer was happy. i can tell you he was not. this is a constant problem.,"Sentiment(polarity=0.12, subjectivity=0.4066666666666666)",0.12,0.4066666666666666
267,Complete,2022-09-01,1.0,Poor rating because your weekly price isn't correct. compared to cart price (??????),Negative,Desktop,Safari,Poor rating because your weekly price isn't correct. compared to cart price (??????),"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
269,Complete,2022-09-01,2.0,It's way too slow,Negative,Desktop,Chrome,It's way too slow,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
271,Complete,2022-09-01,1.0,"it is always going down, not getting the receipts when a payment is made.",Negative,Desktop,Chrome,"it is always going down, not getting the receipts when a payment is made.","Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.15555555555555559,0.2888888888888889
273,Complete,2022-09-01,1.0,NOTHING BUT PROBLEM AFTER PROBLEM,Mixed,Desktop,Chrome,NOTHING UT PROBLEM AFTER PROBLEM,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
274,Complete,2022-09-01,4.0,it would be nice to be able to edit or change jobsite within command center. Also it would  be nice to be able to alphabetize the favorites.,Mixed,Desktop,Chrome,it would be nice to be able to edit or change jobsite within command center. Also it would be nice to be able to alphabetize the favorites.,"Sentiment(polarity=0.42000000000000004, subjectivity=0.67)",0.42000000000000004,0.67
276,Complete,2022-09-01,2.0,"made it seem like the rental i needed was at the store in town, until i got to check out and the closest location was an hour away.",Negative,Desktop,Chrome,"made it seem like the rental i needed was at the store in town, until i got to check out and the closest location was an hour away.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
277,Complete,2022-09-01,2.0,local store doesnt show as available in check out.,Negative,Desktop,Chrome,local store doesnt show as available in check out.,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
278,Complete,2022-09-01,2.0,pages become non-responsive,Negative,Desktop,Chrome,pages become non-responsive,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
279,Complete,2022-09-01,5.0,"Great company, Josh always makes it happen, one way or another.",Positive,Desktop,Firefox,"Great company, Josh always makes it happen, one way or another.","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
280,Complete,2022-09-01,1.0,It wouldn't price the equipment,Negative,Mobile,Chrome Mobile,It wouldn't price the equipment,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
283,Complete,2022-09-01,5.0,friendly service,Positive,Desktop,Chrome,friendly service,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5
284,Complete,2022-09-01,5.0,I can suddenly run my account from my computer again! 1st time since last systems upgrade. I hope it continues to run well.,Positive,Desktop,Chrome,I can suddenly run my account from my computer again! 1st time since last systems upgrade. I hope it continues to run well.,"Sentiment(polarity=0.0, subjectivity=0.2833333333333333)",0.0,0.2833333333333333
287,Complete,2022-09-01,4.0,Would like a little more detail on the rentals,Negative,Mobile,Chrome Mobile,Would like a little more detail on the rentals,"Sentiment(polarity=0.15625, subjectivity=0.5)",0.15625,0.5
288,Complete,2022-09-01,5.0,"Nice counter person, sarge was his name and he made renting the equipment easy",Positive,Mobile,Safari mobile,"Nice counter person, large was his name and he made renting the equipment easy","Sentiment(polarity=0.4158730158730159, subjectivity=0.753968253968254)",0.4158730158730159,0.753968253968254
290,Complete,2022-09-01,5.0,Great service and always have what is needed,Positive,Mobile,Safari mobile,Great service and always have what is needed,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
291,Complete,2022-09-01,3.0,The biggest issue I feel is I have to refresh the page quite a bit and I do not receive a lot of the payment confirmations. Thank you.,Negative,Desktop,Chrome,The biggest issue I feel is I have to refresh the page quite a bit and I do not receive a lot of the payment confirmation. Thank you.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
294,Complete,2022-09-01,4.0,N/a,Neutral,Mobile,Safari mobile,N/a,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
295,Complete,2022-09-01,1.0,Super slow!!! Not user friendly.,Negative,Desktop,Chrome,Super slow!!! Not user friendly.,"Sentiment(polarity=0.04079861111111107, subjectivity=0.5222222222222223)",0.04079861111111107,0.5222222222222223
301,Complete,2022-09-01,5.0,clear description of products and clear display of pricing...,Positive,Desktop,Microsoft Edge,clear description of products and clear display of pricing...,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.10000000000000002,0.3833333333333333
304,Complete,2022-09-01,1.0,Miserable experience,Negative,Mobile,Safari mobile,Miserable experience,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,1.0
306,Complete,2022-09-01,1.0,could not schedule a same-day pickup and return.,Negative,Desktop,Chrome,could not schedule a same-day pickup and return.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
309,Complete,2022-09-01,1.0,chat line is pathetic. can't access all of my invoices,Negative,Desktop,Chrome,chat line is pathetic. can't access all of my invoices,"Sentiment(polarity=-1.0, subjectivity=1.0)",-1.0,1.0
310,Complete,2022-09-01,3.0,its easy but slow to load.,Mixed,Desktop,Chrome,its easy but slow to load.,"Sentiment(polarity=0.06666666666666665, subjectivity=0.6166666666666667)",0.06666666666666665,0.6166666666666667
311,Complete,2022-09-01,4.0,"Can't open ""Your Cart"" to full page...just annoying.",Negative,Desktop,Microsoft Edge,"Can't open ""Your Cart"" to full page...just annoying.","Sentiment(polarity=-0.15000000000000002, subjectivity=0.65)",-0.15000000000000002,0.65
315,Complete,2022-09-01,5.0,They have what I need!,Positive,Desktop,Chrome,They have what I need!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
316,Complete,2022-09-01,5.0,great service and easy to order,Positive,Desktop,Chrome,great service and easy to order,"Sentiment(polarity=0.6166666666666667, subjectivity=0.7916666666666667)",0.6166666666666667,0.7916666666666667
